instance, struct, config, seed, edge_weight,current, best_batch, best,best_plus_negative_edge_weight, epochs_since_restart, current_temp, runtime_ms
chess_signed.json, config_gaia_chunks_10.json, intervals10.json, 1, 32650, 6534, 6521, 6521, -7070, 50, 0, 8818
elec_signed.json, config_gaia_chunks_100.json, clusters10.json, 1, 100355, 14191, 14191, 14191, -7724, 50, 0, 3595
chess_signed.json, config_gaia_chunks_100.json, clusters16.json, 1, 32650, 9157, 9154, 9154, -4447, 50, 0, 14020
chess_signed.json, config_gaia_chunks_100.json, intervals4.json, 1, 32650, 7342, 7338, 7338, -6262, 50, 0, 5879
chess_signed.json, config_gaia_chunks_100.json, clusters6.json, 1, 32650, 9241, 9239, 9239, -4363, 50, 0, 11118
elec_signed.json, config_gaia_chunks_100.json, clusters2.json, 1, 100355, 14623, 14623, 14623, -7292, 50, 0, 772
chess_signed.json, config_venus_chunks_10.json, intervals4.json, 1, 32650, 7335, 7320, 7320, -6269, 50, 0.000000000000009370076757247522, 6447
elec_signed.json, config_gaia_chunks_10.json, clusters2.json, 1, 100355, 14620, 14616, 14616, -7295, 50, 0, 1202
bundestag_signed.json, config_venus_chunks_10.json, intervals10.json, 1, 397497, 2192, 2191, 2191, -74349, 50, 0.0026332860742310452, 20089
chess_signed.json, config_venus_chunks_100.json, clusters14.json, 1, 32650, 9162, 9158, 9158, -4442, 50, 0.00000000000000000037014840443048136, 15008
chess_signed.json, config_venus_chunks_10.json, intervals12.json, 1, 32650, 6552, 6525, 6525, -7052, 50, 0.0000000012012936408901694, 8795
elec_signed.json, config_gaia_chunks_10.json, clusters10.json, 1, 100355, 14189, 14185, 14185, -7726, 50, 0, 5036
chess_signed.json, config_venus_chunks_100.json, intervals10.json, 1, 32650, 6550, 6540, 6540, -7054, 50, 0.00000000000007118960806113, 10327
chess_signed.json, config_gaia_chunks_10.json, intervals6.json, 1, 32650, 6716, 6697, 6697, -6888, 50, 0, 6302
elec_signed.json, config_venus_chunks_10.json, clusters2.json, 1, 100355, 14606, 14606, 14606, -7309, 50, 0.0017553484970824146, 2230
chess_signed.json, config_venus_chunks_10.json, clusters16.json, 1, 32650, 9122, 9103, 9103, -4482, 50, 0.00000000000000024351792384446525, 14949
elec_signed.json, config_venus_chunks_100.json, clusters2.json, 1, 100355, 14616, 14616, 14616, -7299, 50, 0.0003465968321970311, 2432
chess_signed.json, config_gaia_chunks_10.json, intervals16.json, 1, 32650, 6577, 6566, 6566, -7027, 50, 0, 8842
elec_signed.json, config_gaia_chunks_100.json, clusters14.json, 1, 100355, 14195, 14195, 14195, -7720, 50, 0, 3787
elec_signed.json, config_gaia_chunks_100.json, clusters12.json, 1, 100355, 14190, 14190, 14190, -7725, 50, 0, 4880
elec_signed.json, config_venus_chunks_100.json, clusters10.json, 1, 100355, 14191, 14190, 14190, -7724, 50, 0.0005199472430198486, 6038
elec_signed.json, config_gaia_chunks_100.json, clusters4.json, 1, 100355, 14208, 14208, 14208, -7707, 50, 0, 1944
chess_signed.json, config_gaia_chunks_10.json, intervals12.json, 1, 32650, 6524, 6513, 6513, -7080, 50, 0, 10434
elec_signed.json, config_gaia_chunks_10.json, clusters6.json, 1, 100355, 14197, 14191, 14191, -7718, 50, 0, 2156
chess_signed.json, config_gaia_chunks_100.json, clusters8.json, 1, 32650, 9323, 9320, 9320, -4281, 50, 0, 12716
elec_signed.json, config_gaia_chunks_10.json, clusters16.json, 1, 100355, 14192, 14189, 14189, -7723, 50, 0, 4804
elec_signed.json, config_gaia_chunks_100.json, clusters8.json, 1, 100355, 14191, 14191, 14191, -7724, 50, 0, 2716
elec_signed.json, config_gaia_chunks_10.json, clusters12.json, 1, 100355, 14188, 14186, 14186, -7727, 50, 0, 6048
chess_signed.json, config_venus_chunks_10.json, intervals16.json, 1, 32650, 6555, 6536, 6536, -7049, 50, 0.00000010402333556464369, 9285
elec_signed.json, config_gaia_chunks_100.json, clusters16.json, 1, 100355, 14190, 14190, 14190, -7725, 50, 0, 5571
